tactic,technique_id,technique,audit_category,audit_sub_category,event_id,message
Persistence,T1546.008,Accessibility Features,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1546.009,AppCert DLLs,Object Access,Registry,4657,A registry value was modified.
Persistence,T1546.009,AppCert DLLs,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1546.009,AppCert DLLs,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1546.010,AppInit DLLs,Object Access,Registry,4657,A registry value was modified.
Persistence,T1546.010,AppInit DLLs,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1546.010,AppInit DLLs,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1546.011,Application Shimming,Object Access,Registry,4657,A registry value was modified.
Persistence,T1546.011,Application Shimming,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1546.011,Application Shimming,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1546.011,Application Shimming,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1546.012,Image File Execution Options Injection,Object Access,Registry,4657,A registry value was modified.
Persistence,T1546.012,Image File Execution Options Injection,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1546.012,Image File Execution Options Injection,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1546.015,Component Object Model Hijacking,Object Access,Registry,4657,A registry value was modified.
Persistence,T1546.015,Component Object Model Hijacking,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1546.015,Component Object Model Hijacking,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1547,Boot or Logon Autostart Execution,Object Access,Registry,4657,A registry value was modified.
Persistence,T1547,Boot or Logon Autostart Execution,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1547,Boot or Logon Autostart Execution,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1547,Boot or Logon Autostart Execution,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1547.001,Registry Run Keys / Startup Folder,Object Access,Registry,4657,A registry value was modified.
Persistence,T1547.001,Registry Run Keys / Startup Folder,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1547.001,Registry Run Keys / Startup Folder,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1547.001,Registry Run Keys / Startup Folder,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1547.002,Authentication Package,Object Access,Registry,4657,A registry value was modified.
Persistence,T1547.002,Authentication Package,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1547.002,Authentication Package,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1547.003,Time Providers,Object Access,Registry,4657,A registry value was modified.
Persistence,T1547.003,Time Providers,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1547.003,Time Providers,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1547.004,Winlogon Helper DLL,Object Access,Registry,4657,A registry value was modified.
Persistence,T1547.004,Winlogon Helper DLL,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1547.004,Winlogon Helper DLL,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1547.005,Security Support Provider,Object Access,Registry,4657,A registry value was modified.
Persistence,T1547.005,Security Support Provider,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1547.005,Security Support Provider,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1547.010,Port Monitors,Object Access,Registry,4657,A registry value was modified.
Persistence,T1547.010,Port Monitors,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1547.012,Print Processors,Object Access,Registry,4657,A registry value was modified.
Persistence,T1547.012,Print Processors,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1547.014,Active Setup,Object Access,Registry,4657,A registry value was modified.
Persistence,T1547.014,Active Setup,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1547.014,Active Setup,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1548,Abuse Elevation Control Mechanism,Object Access,Registry,4657,A registry value was modified.
Defense Evasion,T1548,Abuse Elevation Control Mechanism,Object Access,File System,4670,Permissions on an object were changed.
Defense Evasion,T1548,Abuse Elevation Control Mechanism,Object Access,Registry,4670,Permissions on an object were changed.
Defense Evasion,T1548,Abuse Elevation Control Mechanism,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1548.002,Bypass User Account Control,Object Access,Registry,4657,A registry value was modified.
Defense Evasion,T1548.002,Bypass User Account Control,Object Access,Registry,4670,Permissions on an object were changed.
Defense Evasion,T1548.002,Bypass User Account Control,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1553,Subvert Trust Controls,Object Access,Registry,4657,A registry value was modified.
Defense Evasion,T1553,Subvert Trust Controls,Object Access,File System,4670,Permissions on an object were changed.
Defense Evasion,T1553,Subvert Trust Controls,Object Access,Registry,4670,Permissions on an object were changed.
Defense Evasion,T1553,Subvert Trust Controls,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1553.003,SIP and Trust Provider Hijacking,Object Access,Registry,4657,A registry value was modified.
Defense Evasion,T1553.003,SIP and Trust Provider Hijacking,Object Access,File System,4670,Permissions on an object were changed.
Defense Evasion,T1553.003,SIP and Trust Provider Hijacking,Object Access,Registry,4670,Permissions on an object were changed.
Defense Evasion,T1553.004,Install Root Certificate,Object Access,Registry,4657,A registry value was modified.
Defense Evasion,T1553.004,Install Root Certificate,Object Access,Registry,4670,Permissions on an object were changed.
Defense Evasion,T1553.004,Install Root Certificate,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1553.006,Code Signing Policy Modification,Object Access,Registry,4657,A registry value was modified.
Defense Evasion,T1553.006,Code Signing Policy Modification,Object Access,Registry,4670,Permissions on an object were changed.
Defense Evasion,T1553.006,Code Signing Policy Modification,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1556.002,Password Filter DLL,Object Access,Registry,4657,A registry value was modified.
Persistence,T1556.002,Password Filter DLL,Object Access,Registry,4670,Permissions on an object were changed.
Collection,T1557,Adversary-in-the-Middle,Object Access,Registry,4657,A registry value was modified.
Collection,T1557,Adversary-in-the-Middle,Object Access,Registry,4670,Permissions on an object were changed.
Collection,T1557,Adversary-in-the-Middle,System,Security System Extension,4697,A service was installed in the system.
Collection,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,Object Access,Registry,4657,A registry value was modified.
Collection,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,Object Access,Registry,4670,Permissions on an object were changed.
Collection,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,System,Security System Extension,4697,A service was installed in the system.
Defense Evasion,T1562,Impair Defenses,Object Access,Registry,4657,A registry value was modified.
Defense Evasion,T1562,Impair Defenses,Object Access,Registry,4660,An object was deleted.
Defense Evasion,T1562,Impair Defenses,Object Access,Registry,4670,Permissions on an object were changed.
Defense Evasion,T1562,Impair Defenses,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1562,Impair Defenses,Detailed Tracking,Process Termination,4689,A process has exited.
Defense Evasion,T1562,Impair Defenses,Policy Change,MPSSVC Rule-Level Policy Change,4946,A change has been made to Windows Firewall exception list. A rule was added.
Defense Evasion,T1562,Impair Defenses,Policy Change,MPSSVC Rule-Level Policy Change,4947,A change has been made to Windows Firewall exception list. A rule was modified.
Defense Evasion,T1562,Impair Defenses,Policy Change,MPSSVC Rule-Level Policy Change,4948,A change has been made to Windows Firewall exception list. A rule was deleted.
Defense Evasion,T1562,Impair Defenses,System,Other System Events,5025,The Windows Firewall Service has been stopped.
Defense Evasion,T1562.001,Disable or Modify Tools,Object Access,Registry,4657,A registry value was modified.
Defense Evasion,T1562.001,Disable or Modify Tools,Object Access,Registry,4660,An object was deleted.
Defense Evasion,T1562.001,Disable or Modify Tools,Object Access,Registry,4670,Permissions on an object were changed.
Defense Evasion,T1562.001,Disable or Modify Tools,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1562.001,Disable or Modify Tools,Detailed Tracking,Process Termination,4689,A process has exited.
Defense Evasion,T1562.004,Disable or Modify System Firewall,Object Access,Registry,4657,A registry value was modified.
